0.0  0.0  2.0  0.0
0.05  0.0  2.1  0.0
0.1  0.0  2.2  0.0
0.15  0.0  2.3  0.0
0.2  0.0  2.4  0.0
0.25  0.0  2.5  0.0
0.3  0.0  2.6  0.0
0.35000000000000003  0.0  2.7  0.0
0.4  0.0  2.8  0.0
0.45  0.0  2.9  0.0
0.5  0.0  3.0  0.0
0.55  0.0  3.1  0.0
0.6  0.0  3.2  0.0
0.65  0.0  3.3  0.0
0.7000000000000001  0.0  3.4000000000000004  0.0
0.75  0.0  3.5  0.0
0.8  0.0  3.6  0.0
0.85  0.0  3.7  0.0
0.9  0.0  3.8  0.0
0.9500000000000001  0.0  3.9000000000000004  0.0
1.0  0.0  4.0  0.0
1.05  0.001019289252122153  4.0989807107478775  0.04095932160282229
1.1  0.004656572177383396  4.195343427822617  0.09424093315914515
1.1500000000000001  0.011025617094182627  4.288974382905818  0.1497687731262477
1.2  0.020236497697373297  4.379763502302627  0.20746790741209195
1.25  0.03239546486077542  4.467604535139224  0.26726087825425343
1.3  0.04760482353249267  4.552395176467507  0.3290678072255929
1.35  0.06596281486401047  4.634037185135989  0.39280650100485154
1.4000000000000001  0.08756350370716456  4.7124364962928365  0.45839255977320764
1.45  0.11249667160603279  4.787503328393967  0.5257394880949046
1.5  0.14084771540362495  4.859152284596375  0.5947588081373123
1.55  0.1726975515759367  4.927302448424063  0.6653601750832254
1.6  0.20812252639850104  4.991877473601499  0.7374514945858354
1.6500000000000001  0.24719433204302776  5.052805667956973  0.8109390421146334
1.7  0.28997992869407263  5.110020071305928  0.8857275840385224
1.75  0.3365414727679388  5.163458527232061  0.961720500290631
1.8  0.386936251308188  5.213063748691812  1.038819908457735
1.85  0.4412166226242437  5.258783377375757  1.116926789135807
1.9000000000000001  0.4994299632316062  5.300570036768394  1.1959411123920296
1.95  0.5616186211441869  5.338381378855813  1.2757619651726235
2.0  0.6278198755612129  5.3721801244387875  1.3562876794950673
2.05  0.6980659029830625  5.401934097016937  1.4374159612627
